title,ncode,writer,story,biggenre,genre,keyword,length
ちゃっかり令嬢は逃げる事にした。,N9580GQ,夏月 海桜,"※本作品は、2月のアップうっかりしたアップから、本日完結しました。2021.7.7完結済み。
また、あらすじの年齢にも間違いがあるのであらすじの年齢を変更しています。


＊＊＊
悪人面ってやつよね、コレ。

マルティナ・バレース10歳。一人っ子で日本人の記憶を持つ彼女は、実父から嫌われ実母から無関心で育っていた。

前世の記憶を取り戻した3歳。その原因は顔に傷が残る程の怪我。ーーそして、彼女は日本人だった頃流行していたラノベのコミカライズ版を思い出していた。コミックと同じ髪色に目の色に顔立ちをした自分。

ーー間違いないわ。私、“ちゃっかり令嬢”と友達と笑い合っていたマルティナに生まれ変わってる！

よし。10歳までに逃げ出そう！そう思いつつ既に10歳。だが、この年に彼女の人生の転換となるのだ。彼女はそれを待っていたーー

※思い付きの短編です。暫く書かないつもりだったのですが、どうしても書きたくてやらかしました。",3,302,異世界転生 女主人公 ハッピーエンド かもしれない 悪役令嬢じゃない 悪人面令嬢 めげない主人公 精神年齢は○歳 達観？冷めてる？令嬢 コメディ？ 無事逃げ出した,11174
ご褒美の飴はいつとけるか,N0918EY,縞白,　異世界トリップした隠れチート持ち娘が皇帝に拾われ、よくわからないうちに成り上がっていくゆるい話。全22話。番外追加（2019/3/3）。,1,101,異世界転移 身分差 女主人公 歌姫 皇帝 寵姫,83804
【10/27 第三章完結！】誰にも愛されなかった醜穢令嬢が幸せになるまで〜嫁ぎ先は暴虐公爵と聞いていたのですが、実は優しく誠実なお方で気がつくと溺愛されていました〜,N6062HQ,青季 ふゆ@醜穢令嬢 2巻発売中！,"『醜穢令嬢』『傍若無人の人でなし』『ハグル家の疫病神』『骨』──それらは、伯爵家の娘であるアメリアへの蔑称だ。
その名の通り、アメリアの容姿は目を覆うものがあった。
骨まで見えそうなほど痩せ細った体躯に、不健康な肌色、ドレスは薄汚れている。
義母と腹違いの妹に虐げられ、食事もロクに与えられず、離れに隔離され続けたためだ。
陞爵を目指すハグル家にとって、侍女との不貞によって生まれたアメリアはお荷物でしかなかった。
誰からも愛されず必要とされず、あとは朽ち果てるだけの日々。
今日も一日一回の貧相な食事の足しになればと、庭園の雑草を採取していたある日、アメリアに婚約の話が舞い込む。
お相手は、社交会で『暴虐公爵』と悪名高いローガン公爵。
「この結婚に愛はない」と、当初はドライに接してくるローガンだったが……。
「なんだそのボロボロのドレスは。この金で新しいドレスを買え」「なぜ一食しか食べようとしない。しっかりと三食摂れ」
蓋を開けてみれば、ローガンはちょっぴり口は悪いものの根は優しく誠実な貴公子だった。
幸薄くも健気で前向きなアメリアを、ローガンは無自覚に溺愛していく。
そんな中ローガンは、絶望的な人生の中で培ったアメリアの”ある能力”にも気づき……。
「ハグル家はこんな逸材を押し込めていたのか……国家レベルの損失だ……」「あの……旦那様？」
一方アメリアがいなくなった実家では、ひたひたと崩壊の足音が近づいていて──。
これは、愛されなかった令嬢がちょっぴり言葉はきついけれど優しい公爵に不器用ながらも溺愛され、無自覚に持っていた能力を認められ、幸せになっていく話。
※オーバーラップf様から①②巻発売中。コミカライズ企画進行中。
※ほっこり度&amp;糖分度高めですが、ざまぁ要素もあります。
※カクヨム、アルファポリス、ノベルアップにも掲載中。
日間・週間・月間・四半期 年間ランキング1位。",1,101,女主人公 ハッピーエンド 契約結婚 公爵様 ざまぁ 姉妹格差 チート 無自覚天才 溺愛 ご飯が美味しい ベッドふっかふっか 義妹 毒親 家族以外みんないい人 グルメ,233547
転生モブ子爵の０歳から始める努力＆無双 ～魔術が使えないとバカにされる田舎貴族に転生したけど、赤ちゃんの頃から努力したら王国最強の&quot;呪言使い&quot;になった件～,N0389IM,メソポ・たみあ,"目を覚ますと、魔術が使えずバカにされる田舎貴族の赤ちゃんに転生していた。
名前はリッドという。

転生先のスプリングフィールド家という子爵貴族は、百年間も魔力を持つ人材を輩出できず、没落しっぱなし。
そのため他の貴族たちからバカにされていた。

だがリッドには、極めて強大な魔力が秘められていたのである。
彼は赤ちゃんの頃から努力し、次第に自らの魔力をコントロールできるようになっていく。

「両親をこれ以上バカにされないよう、魔術でお家を再興しよう」

そう決意するリッド。
しかし――修練の末に【呪言使い】となった彼の実力は、規格外だった。

「ちょっと待って？　呪言って強すぎない？」

これは実家を救うべく努力した結果、図らずも無双状態になってしまった少年の物語。
",2,201,R15 異世界転生 努力 男主人公 主人公最強 無双 転生 チート 貴族 ちょっぴりシリアス 教師と生徒 家庭教師,48440
お飾り妻アナベルの趣味三昧な日常　～初夜の前に愛することはないって言われた？　“前”なだけマシじゃない！～,N9158IG,重原水鳥,短編「初夜の前に愛することはないって言われた？　”前”なだけマシじゃない！」の連載版です。ジメジメターンは2話目ぐらいで終わります。　短編と大筋は変わりませんが、多少の加筆修正と設定変更があります。更新はゆっくり気味。一話一話の長さにバラつきが出ると思います。　　　／　　 伯爵令嬢アナベルは、侯爵子息のブライアンに熱烈に求められて結婚した。……はずだった。「君を愛する事はない」初夜を終えた途端、ブライアンは本性を見せる。彼には身分の問題で結ばれる事が出来ない恋人がおり、アナベルはその隠れ蓑に選ばれただけだったのだ。それまで囁いた愛は全て嘘……。反抗したくても処女も失っているので白い結婚は望めないし、実家を援助してもらっているために強くも出れない。アナベルはお飾りの妻として無為に日々を過ごすしかなかった。ブライアンからは社交も茶会も禁じられ屋敷に閉じこもるしかなかったが、アナベルが大人しく従順だったためにブライアンから外出を認められるようになる。外に出れるようになったものの、問題があった。お飾り妻という事実は周りに秘密にしなくてはならず、アナベルは対話での嘘がとても下手なのだ。よって下手に人と関わる事も出来ない。悩んだ彼女が始めたのは、美術鑑賞や演劇鑑賞といった、出来る限り人と話さなくてすみそうな趣味だった。それでも一人でいると落ち込むことが多いアナベルだったが、ある時デビュタントからの友人であるメラニアに外出を誘われるようになってから、次第に考え方を変え始める……。気が付けばアナベルは夫のことなど忘れ去り、自分の趣味に没頭し、自由に過ごすようになる。　　　／　　　定番の「愛することはない」を告げられた凡人妻が、自分の好きな事に集中していたらいつの間にか夫に軽いざまぁをやり返す事になる話。夫との元鞘（？）はありません。ご都合主義な展開が多いです。軽い気持ちでお読みください。本人の恋愛は二章からスタート予定。　残酷描写及びR-15は、その後の展開の時の予防です。ガッツリはないと思います。,1,101,R15 残酷な描写あり シリアス ほのぼの 女主人公 西洋 お飾り妻 夫との元鞘はなし 軽いざまぁ 趣味に没頭,192666
 助けてメリーさん！　俺、今きさらぎ駅にいるの。,N7036IL,加藤伊織,"電話が通じる相手はメリーさんだけ！　きさらぎ駅から俺は脱出出来るのか？

電車で寝過ごしてしまった俺は、見知らぬ寂れた駅に着いていた。
周囲には目立つ物なし。電話繋がらず、SNSもつながらず、GPSも死んでいる。
ハイ詰んだー、ここ「きさらぎ駅」ですね！

途方に暮れる俺にかかってきた電話は、メリーさんと名乗る少女からのもので……。

メリーさんから一方的にかかってくる電話だけを頼みの綱に、きさらぎ駅からの脱出が始まる。

注）怖くないホラーです。ギャグ・恋愛要素を多分に含みます。
この小説はカクヨム様にも掲載しております。",3,305,怪談 ラブコメ 怖くないホラー メリーさん きさらぎ駅 ギャグ 都市伝説 コメディ,4051
目覚めたら最強装備と宇宙船持ちだったので、一戸建て目指して傭兵として自由に生きたい,N3581FH,リュート,"カドカワBOOKS様で書籍化されました！　是非買ってね！_(:3」∠)_
↓カドカワBOOKS様書籍ページURL↓
https://kadokawabooks.jp/product/mezametarasaikyosoubitoutyuusen/321902000817.html

目が覚めたら、宇宙船の中だった。
何を言っているかわからないと思うが、俺も自分で何が起こっているのかわからない。
意味がわからなすぎてパニックになりそうだが、幸いなことにこれは最近やっていたゲームの世界であるように思える。
なんだ、夢か。いや夢じゃないぞ。異世界転移ってやつか？
そういうのってこう、剣と魔法の世界でエルフとかドワーフとかドラゴンがいる世界にするもんじゃないのか！？
とにかく、原因はわからないが、俺はこの世界で生きていかなきゃならないようだ。
大丈夫、愛機もあるし金も稼げる。なんとかなる！　なれ！

これは愛機と共に宇宙に放り出された男が宇宙を股にかけて女の子を助けたり、イチャついたり、傭兵業でお金を稼いだり、ゲーム知識を利用したえげつない手を使ったりして割と自由に生を満喫する物語である。",4,402,R15 異世界転移 オリジナル戦記 冒険 スペースオペラ エイリアン 男主人公 未来 ハーレム すぺーすふぁんたじー,1784806
異世界転生十分で恋に落ちかけましたが、その肩書はご遠慮します！,N0086IM,桃井夏流,ヒロインはメインヒーローである王太子とエンディングを迎えたよう、多分。けれど悪役令嬢と言う立場のフリージア·グリーンベル侯爵令嬢に『肩書正妃』になって欲しいとお願いしたばかりに、事態はややこしい事に。悪役令嬢の代わりに物申して居たら王弟殿下に気に入られちゃった、微ざまぁなお話です。,1,101,異世界転生 乙女ゲーム 悪役令嬢 女主人公 王弟殿下 ざまぁ,1903
【書籍化・コミカライズ】無自覚な天才少女は気付かない～あらゆる分野で努力しても家族が全く褒めてくれないので、家出して冒険者になりました～,N3032HC,まきぶろ,"　各分野のエキスパートである両親と兄姉５人を持つリリアーヌ・アジェットは幼いころから家族から最高水準の教育を受け続け、15歳になった今ではあらゆる分野で天才と呼ばれている。
　しかし家族が全員「この子はこんなに可愛い上に素晴らしい才能もあるのだから、自分くらいは心を鬼にして厳しいことを言わないとわがままに育ってしまうだろう」とそれぞれ思っていたせいで、一度も褒められた事がなかった。
　ある日突然遠縁の少女、ニナが事情があって義妹となったのだが、いくら頑張っても自分を認めてくれなかった家族が全員ニナには惜しみなく褒め言葉をかける様子を見て絶望したリリアーヌは書置きを残して姿を消した。
（ここまでが第8部分）

　新天地で身分を偽り名を変えたリリアーヌだが、家族の言う「このくらいできて当然」という言葉を真に受けて成長したため信じられないくらいに自己評価が低い。「このくらいできて当然の最低レベルだと習いましたが……」と、無自覚に周りの心をボキボキに折っていく。
　残された家族は「自分を含めた家族全員が一度もリリアーヌを褒めたことがなかった」とやっと気づくのだが……
マンガＰａｒｋにてコミカライズ連載中！　作画は伊吹有先生です",1,101,R15 残酷な描写あり ヒストリカル すれ違い ざまぁ,710895
【コミカライズ9/1～】病弱な悪役令嬢ですが、婚約者が過保護すぎて逃げ出したい(私たち犬猿の仲でしたよね！？),N9837IH,沢野いずみ,"【書籍化＆コミカライズ決定】
【コミカライズComicWalkerにて9/1から開始！毎週日曜更新！】
【コミックス1巻11/4発売】

ある日、ぶっ倒れた衝撃で前世の記憶を思い出し、自分が悪役令嬢に転生していることに気付いたフィオナ。

「やったー！」

悪役令嬢とはいえ、家は侯爵家でお金持ち、両親は自分を溺愛しているし、まだヒロインはいじめていないから断罪回避もできるかもしれない。
前世社畜だった彼女は前世と違ってゆっくりできそうな予感に、これはラッキーなのでは！？とルンルンだったがすぐに考えを改めた。

この体、病弱すぎる！

強い日差しにめまいを起こし倒れ、走れば動悸息切れで倒れ、しまいには何もしなくても倒れる。
こんなこと公式設定になかったけど！？
今ならわかる。なぜゲームのフィオナが悪役令嬢だったのか。
体調が悪くて当たり散らすしかなかったのだ。

しかし、このままでは悠々自適なスローライフが送れない！
というか体調の悪さに我慢できない！
フィオナは自身の体調をよくするため、努力しようとするも……そもそもこの世界、病人に対する認識が甘い。
なぜ体調が悪いと言っているのにステーキが出るの！？体力をつけるため？そもそも食べられるはずがない！
もういい自分でなんとかする！
フィオナは快適ライフのために、現世の知識で健康になることを決意する。
すると、ゲームの攻略キャラクターであり、フィオナとは険悪な仲だった婚約者、公爵家嫡男であるルイスに変化が……？

「逃がさないから」
「これからはなんでも言っていいよ。なんでも叶えてあげる」

お、おかしい！　原作と違って甘すぎる……！
 
自分の健康のための行いが起こすこれからを知らずに、フィオナは今日もぶっ倒れていた。
 
病弱なので健康になろうと奮闘したら思いの外周りに影響を与えちゃった悪役令嬢×そんな彼女に執着して溺愛過保護になっちゃった婚約者のラブコメディ",1,101,R15 異世界転生 乙女ゲーム 悪役令嬢 ラブコメ 婚約者 幼馴染 犬猿の仲 溺愛 過保護 執着 恋愛 健康オタク 身体は弱いけど元気 元社畜 知識チート？ 目指せ健康,79823
TS衛生兵さんの成り上がり,N1580HL,まさきたま（サンキューカッス）,"TSしたFPS廃人が、異世界ファンタジーな戦争に巻き込まれる話です。
残念ながらチートとかは貰えなかったので、雑兵としてコツコツ努力していきます。

KADOKAWAファミ通文庫様より、7/28より書籍版を発売しています。
特設HPもありますので、クレタ様の素晴らしい書影イラストを是非ご覧になってください。
またコミックレグルス様にて、コミカライズ版も連載決定です。
9/17 誤投稿がありました。別作品をここに投稿してしまいました。誠に申し訳ありませんでした。",2,202,R15 異世界転生 オリジナル戦記 残酷な描写 性転換 TS転生 なり上がり 無表情敬語貧乳女兵士,964108
元探索者のおじいちゃん〜孫にせがまれてダンジョン配信を始めたんじゃが、軟弱な若造を叱りつけたらバズりおったわい〜,N2708IK,伊藤ほほほ,"夏休み。それは、最愛の孫『麻奈』がやって来る至福の期間。

「ねえねえおじいちゃん、ダンジョン配信してよ！　元探索者なんでしょ？」

よく分からないが、孫にせがまれては断れない。
三十年ぶりだが、元探索者の『工藤源二』はダンジョンに潜る。

現在の常識とは異なる源二のダンジョン攻略。たまたま出会った迷惑系配信者への説教。
様々な要因が積み重なり、世間を騒がせるほどにバズってしまうのだった。

※カクヨムとアルファポリスにも掲載しています",2,202,残酷な描写あり ESN大賞５ OVL大賞9 配信 掲示板 男主人公 ダンジョン 成り上がり 主人公最強 無双 ギャグ コメディ おじいちゃん 孫 ジジイ コミックスピア大賞3,120575
ヘルモード　～やり込み好きのゲーマーは廃設定の異世界で無双する～,N3669FW,ハム男,"山田健一は３５歳のサラリーマンだ。やり込み好きで普段からゲームに熱中していたが、昨今のヌルゲー仕様の時代の流れに嘆いた。
そんな中、『やり込み好きのあなたへ』という謳い文句のサイトに惹かれ、ヘルモードの異世界に転生をすることになる。

この物語は召喚士アレンによる、なろう小説王道ファンタジーである。

アレンは農奴に転生したため、この世界について何も知らない。
１０年前、２０年前ゲームショップで手に取ったゲームソフトのように、
どんなゲームかも分からない状態から、アレンの物語は始まっていくのであった。

書籍
出版社：アース・スターノベル様
８巻２０２３年１０月１８日発売！！
特設サイト⇒https://www.es-novel.jp/special/hellmode/

コミック
７巻２０２３年１０月１２日発売！！
コミカライズ版サイト⇒https://www.comic-earthstar.jp/detail/hellmode/

総合ランキング
2020年03月24日　年間１位(2021年2月8日陥落）
2023年10月28日　累計５位

シリーズ累計発行部数
2023年06月　６０万部
2023年10月　６５万部

※小説家になろう及びカクヨムのみ掲載中です。
『無断転載禁止』『無断翻訳禁止』『無断朗読禁止』です。",2,201,R15 残酷な描写あり 異世界転生 身分差 サラリーマン 男主人公 召喚士 剣と魔法 レベル ステータス チート 学園 ダンジョン 成りあがり 無双 いずれ主人公最強 勇者と魔王 ESN大賞２,2634674
「聖女とはなんぞや？」,N0896IL,イチイ アキラ,"とある海辺の街にておきる一騒動。

フィラは最近街に来たお姉さんと仲良くなった。同じくお友達で領主の息子のギルバートとも、毎日を楽しく過ごしていたのだが…。

拙作「私、いらないらしいですよ。神さま」https://ncode.syosetu.com/n2268ik/
を読んでいただけていたら、なにやらちょっと面白みが増えるかと思いますが、こちらだけでも楽しんでいただけると嬉しいです。",1,101,身分差 聖女 海 そばかす ざまぁ ご飯美味しいの大事 ESN大賞５,16520
アラクネさん家のヒモ男,N6692IL,花黒子,"ぽっくり死んでしまったコンドー・コタローが、異世界転移した。

勇者や魔王はとっくの昔にいなくなり、ようやく人間と魔物が共存しようと辺境で町を作り始め、異世界者の稀人であるコタローも辺境の町に放り込まれた。

冒険者ギルドでアラクネという魔物と出会い、ヒモ生活をしながら商売を始める話。

",2,201,R15 残酷な描写あり 異世界転生 オリジナル戦記 異世界 ヒモ 商売 物流 倉庫,129478
魅惑の王子と魅了の効かない伯爵令嬢の契約結婚,N6918IK,瀬尾優梨,"王城使用人であるサンドラはある日、夏だというのに厚着で倒れていた騎士の青年を見つけて、介抱した。だがその青年は第二王子のパーシヴァルで、ある困った事情を抱える彼はサンドラに契約結婚を申し出てくる。

わけあり王子と契約結婚をしたサンドラだが、パーシヴァルと共に過ごす日々は充実しており楽しくて――

「ありがとう、サンドラ。私は、君のような妃を持てて本当に幸福だよ」

※本編２３話＋筋肉おまけ１話の中編",1,101,R15 残酷な描写あり 身分差 女主人公 ハッピーエンド 契約結婚 王子 魅了 筋肉,76563
【書籍化】宿屋の看板娘、公爵令嬢と入れかわる。,N5451IK,優木凛々,"「▲◎※▽×∑■！！！」

宿屋の看板娘マリアは、お茶の時間にクッキーを喉に詰まらせて倒れてしまった。
意識を失って、ふと気が付くと、彼女は死者と生者の世界の間を流れるという『黄泉の川』のほとりに立っていた。
そこで彼女は美しいご令嬢に出会う。

「家族に虐げられ、婚約者には裏切られ、そんな人生など生きている意味がないのです！」

そう叫びながら死のうとするご令嬢を、必死に引き留めていたら、どういう訳か体が入れ替わってしまった。

戻る方法が分からず、とりあえず公爵令嬢として過ごしてみるマリアだったが、不味い食事に掃除の甘い部屋、ボロいドレスなど、聞いていた貴族生活とは、かなり違う様子。

しかも、宿屋の食事が恋しくて、こっそり庭でベーコンエッグを作っていたら、辺境伯令息に見つかってしまい……。

――この話は、義家族や婚約者から虐げられ、生きている意味を見失ってしまった令嬢と体が入れ替わってしまった宿屋の看板娘マリアが、何とか元に戻ろうと奮闘しながら、意地悪な人々にざまぁしたり、恋に落ちたりする話である。


※ネタバレ防止のため、感想欄を閉じております。完結後に開きます。
※書籍化予定です。",1,101,身分差 婚約破棄 悪役にされている令嬢 両片想い 純愛 溺愛 ざまぁ ハッピーエンド 腹黒な兄上 辺境伯令息,90608
モブだと言ってくれ！,N8561GH,凪 朱鳥,"拙作『突然だが、私はなんらかの乙女ゲーム世界らしきところに、モブとして生まれ変わったようだ』の蛇足編と言いますか、書ききれなかった設定を含めたその後のお話です。思い付いて書けたら投稿して行きます。

視点変更に際し、こちらでは特に明記は致しません。
合わないと思ったら無理せずお引き返しくださいませ。

※12/3完結しました。",3,307,R15 残酷な描写あり 異世界転生 乙女ゲーム 日常 ラブコメ ほのぼの 女主人公 西洋 ゲーム ハッピーエンド チート 魔法,74368
光の魔術師は憧れの人の呪いを解きたい,N2221IJ,risashy,"辺境の子爵家三女であるセレスティナは、いずれ平民になるつもりで生きてきたが、実は魔力があることが判明。高位貴族だらけの魔法学園に入学することに。
大好きな家族、領地のために役立つ魔法を覚えようと奮起する。

友人がいない学園で奮闘する中、幼馴染のアロイスが陰でセレスティナの婚約者を自称した上、自分を貶めているところを聞いてしまう。
友人だと思っていた相手の陰口にショックを受けるセレスティナ。

そんな中、憧れのクラスメイト、オリバー・ギディングスと親しくなり……

あれ、何かこの人、悪いものにまとわりつかれてない？
私の魔法で助けられるなら、協力します！

元気でポジティブな女の子が頑張る物語。


10万字程度の予定です。
",1,101,ハッピーエンド 魔法 女主人公 学園,124728
【コミック1巻10/25発売】 8歳から始める魔法学,N8692BO,上野夕陽,"10月25日、ゆうなぎ様によるコミカライズ第1巻発売！
親から愛されずに育った性根の腐った少年が、前世を思い出したことをきっかけに魔導を追究し、世界に認められていくお話。前世を思い出したとき、公爵家の落ちこぼれの少年は決意した。「時代を動かす最強の魔法を研究してみせる！　他のことなどどうでもいい。とにかく魔法学だ！」そう思う少年であったが、周りは彼を放っておかない。悪名高い公爵の孫という立場のせいで、いつの間にか貴族派のリーダーをやらされたり、王都を騒がせる凶悪な連続殺人鬼に遭遇したり。少年の夢は前途多難だ！",2,201,R15 残酷な描写あり 異世界転生 魔法 ダーク 人間 魔人 悪役 研究 落ちこぼれ ネグレクト 勘違い,331706
契約結婚？　いいえ、雇用結婚です～婚約破棄された男爵令嬢は北の大地で逞しく生きる,N1267HM,別所 燈 ,"☆第10回ネット小説大賞で金賞いただきました！　ありがとうございます。宝島社様から書籍化予定です」☆
ある日突然婚約者を従姉に奪われ、婚約破棄されたリデル・ドリモアは、悲しみが癒える間もなく実家の借金のカタにフリードリヒ・ウェラー侯爵に嫁ぐことになった。
彼は軍人で王家の覚えもよく誉れ高い人物であるが、その一方で戦争にしか興味がない戦闘狂と噂れる。冷たい眼差しに顔に刀傷をもつ氷の侯爵フリードリヒのもとに戦々恐々として嫁ぐが、夫の愛は期待できないものの予想以上の快適な暮らしが待っていて!?
新婚まもなく夫は戦場へ行き、リデルの領主代行生活が始まる。最終話まで予約投稿済みです。
全45話。感想返信は遅れます。誤字脱字報告ありがとうございます。

☆苦手な方はご注意ください☆
「君を愛せない系」です。最初主人公はドアマット。ヒーロー癖あり。残酷描写注意です！",1,101,R15 残酷な描写あり 身分差 女主人公 西洋 君を愛せない系 領地暮らし 軍人 ネット小説大賞十感想 ハッピーエンド,99313
亡びの国の征服者～魔王は世界を征服するようです～,N5677CL,不手折家,"

　☆オーバーラップノベルスから書籍化されました！☆


　川で溺れて死んだ男は、気づけば異世界で生まれ変わっていた。

　現世で冷たい家庭に育った主人公は、あたたかい家庭に生まれ落ち、
　地球とは少し違う世界を楽しみながら育ってゆく。
　だが、生まれ育った国は内憂と外患によって滅びようとしていた。

　普通より少し頭がよく、決断力のある主人公が、自分の居場所を作っていく物語。

　注意：
　魔法などの幻想的な要素は登場しません。
　主人公は特異な技能をもたず、超能力等特異な技能を持った人物も登場しません。

　誤字脱字報告大歓迎

　2019.1.2第一部完",2,201,R15 残酷な描写あり 異世界転生 オリジナル戦記 シリアス 男主人公 西洋 近世 内政 ミリタリー 戦記 ドラゴン,1625665
異世界召喚されました～人選ミスのお知らせです～,N3942FW,凪 朱鳥,"気が付いたら、たくさんの人に囲まれて座り込んでいた。
どうやら、私は召喚されたらしい。

私、聖女なんですって(笑)

いやいや、人選間違ってるよ！？",3,307,R15 異世界転移 日常 聖女 コメディ 召喚 テキトー設定,19733
ぼくの異世界生活はどうにも前途多難です。,N1459II,有木苫占,"平凡なサラリーマンが事故で転生した先は異世界の非力な3歳児？！
トラブル、災難、ドタバタ続き。それでも愛すべき“セカンドライフ”が今始まる…！
主人公はただの？幼児。玩具を保護者に制作してもらいつつ、幼児のしもネタ、B級グルメの回が交錯する謎の構成で進んでいます。
可愛い魔獣に囲まれて面倒ごとを乗り越えていきます。
８４話まで幼児編です。
王都編では魔法を本格的に学びます。",2,201,R15 残酷な描写あり 異世界転生 中世 男主人公 西洋 魔法 シリアス ほのぼの グルメ もふもふ,458040
婚約破棄から二年。元婚約者から結婚式の招待状が届きました。しかも、友人代表挨拶を頼まれまして。,N8704IL,流雲春人,"「済まない、イレーナ。他に愛する人が出来たんだ」
「…ごめん。俺は君を友人としてしか見れない」

そう言って婚約破棄を告げられた。
結果、同時に家の恥だと追放されて早二年が経ったある日、イレーナの元に一通の手紙が届いた。
それは元婚約者からの手紙だった。
何でも一か月後に結婚式をあげる為、新郎の友人代表としての挨拶をイレーナに頼みたい、との事だった。

迎えの馬車までやって来て、拒否権など無いことを思い知ったイレーナは友人代表挨拶をする為に馬車へと乗り込んだ。

",1,101,女主人公,41012
ポーション頼みで生き延びます！,N6088CY,FUNA,"長瀬香(ながせかおる)は、会社からの帰りに謎の現象に巻き込まれて死亡した。その原因となった高次生命体がデグレードモードであるのをいいことにうまく言いくるめ、『思った通りの効果のある薬品を自由に生み出す能力』と若返った身体を貰って異世界に！
　少し、いや、かなり目付きがキツい１５歳の女の子カオル、生活の安定を目指して異世界で頑張ります！
　え、平民は貴族の気紛れで何をされるか分からない？　デマカセと妄想話で煙に巻いて逃げ切ろう！
　聞いてた話とちょっと違うよ、女神さま！

講談社様が「なろう」を始めとするｗｅｂ小説の書籍化のために立ち上げられたレーベル、「Ｋラノベブックス」の創刊タイトルとして、２０１７年６月２日に第１巻が刊行されました。
現在、書籍９巻、コミックス『ポーション頼みで生き延びます！』９巻までと、その続きである『ポーション頼みで生き延びます！　続』１巻まで刊行。まもなく書籍、コミックス共に続巻刊行予定です。

そして２０２３年１０月７日（土）２６００……日付が変わった、午前２時……から、朝日放送系列でアニメ放送開始！！(^^)/

よろしくお願い致します！(^^)/",2,201,R15 残酷な描写あり 異世界転移 少女 異世界 転生 チート ポーション 女神 女主人公,1236175
三人の若者、大金を発見し、自らの欲望に取りつかれ人生が変わってしまう,N0093IM,エタメタノール,"ヒデ、ヨースケ、エリナの三人はとある山に向かっていた。
「どこかの大富豪が大金を埋めた」という噂話を聞いたからだ。
とはいえ三人とも本気で大金を狙っているわけではなく、単なる暇つぶし。
彼らは「今が楽しければそれでいい」という生き方をしている人種だった。

やがて、彼らは幸運にも大金を見つけ出す。
そして、ここから彼らの人生は大きく変わってしまう……。",3,301,現代 男主人公 大金 財宝 夢 欲望 三人組 ハッピーエンド,3213
悪徳金貸しの俺を死神が迎えに来た,N9288IL,瀬嵐しるん,「貴方の寿命は、後一年」ある日、俺のもとに死神がやって来て、そう告げた。,2,201,男主人公 西洋 近代 ハッピーエンド,2731
この逆行は授業の一環です,N0886IM,猫宮蒼,よくある逆行もののお話。ハッピーエンドというよりはノーマルエンド。相変わらず設定何それ美味しいの状態なので読む時は頭の中をゆるふわにして読んでくれよな！,99,9999,婚約破棄 からの転落死 からの逆行 やり直し 教材 ゆるふわ設定,16377
聖女の魔力は万能です,N8139DG,橘由華,"二十代のOL、小鳥遊　聖は【聖女召喚の儀】により異世界に召喚された。
だがしかし、彼女は【聖女】とは認識されなかった。
召喚された部屋に現れた第一王子は、聖と一緒に召喚された、もう一人の少女のみを連れて部屋を後にしたのだ。

置いて行かれた形となった聖はキレた。
とっとと、この国から出よう。
そう決心した。
だが、現実はシビアである。
結局、彼女は王宮内に留まることにした。

ただし、【聖女】とは名乗らず、【一般人】として。

◆2017/02/10 カドカワBOOKS様より発売中です！
◆Comic Walker「フロースコミック」にてコミカライズ版を公開中です！
◆Comic Walker「フロースコミック」にてスピンオフコミックも公開中です！
◆アニメ二期の制作が決まりました！",1,101,残酷な描写あり 異世界転移 恋愛 ファンタジー 聖女 チート 女性視点 ラブコメ（笑） 切り替えは早い らぶらぶ？ になるといいな スルー力 壁追加しておきますね,673430
ヒロインに転生したようですが、逆ハーエンドに興味はないので図書館づくりに励んでいたところ、第一王子の溺愛が始まりました,N7901IJ,小乃マル,"ある日、自分が乙女ゲームのヒロインに転生していることを知ったサラ。逆ハーレムエンドを回避する…のも大切だけれど、ゲーム開始時までは好きに生きようと決めたサラは、この世界における初の図書館をつくることを思いつく。しかしその図書館のおかげ(?)で、ゲーム中では亡くなる予定だった第一王子の命が助かり、彼から好意を寄せられることとなる。

※誤字等による改稿がありますが、ストーリーの内容は変えておりません。ご指摘くださった皆様ありがとうございます。
",1,101,異世界転生 身分差 乙女ゲーム ハッピーエンド 西洋 溺愛,121450
編入してきた隣の席のハーフの美少女が小さい頃めちゃくちゃ一緒に遊んだ幼馴染だった件,N5205IL,テル,高校2年生の春。「初めまして、鳳条　有栖です」有栖と名乗るこの学校に編入してきた生徒は美の才能を持っており、ハーフの美少女としていきなり話題を引き寄せた。そんな彼女は白鳥　凪沙の横に座ることになり......おやおや、なんか喋り方とか雰囲気に見覚えがあるんですけどー？,1,102,スクールラブ 日常 青春 ラブコメ 幼馴染 両片思い じれじれ OVL大賞9,40912
